Transaction_ID,Date,Year,Quarter,Month_Year,Month_Name,Bank,Region,Product,Segment,Channel,Currency,Transaction_Value_GBP,Margin_Pct,Revenue_GBP,Operating_Cost_GBP,Net_Revenue_GBP,Status,Risk_Rating,Customer_Age,Credit_Score,Is_Digital,Is_Flagged
TXN1003199,2023-02-26,2023,Q1 2023,Feb 2023,February,Lloyds,Sheffield,ISA,Wealth Management,ATM,GBP,9328.91,0.56,52.24,31.14,21.1,Completed,Medium,40,414,0,0
TXN1000970,2023-02-27,2023,Q1 2023,Feb 2023,February,Lloyds,Leeds,Business Loan,Commercial,Online,GBP,161156.02,2.85,4592.95,2737.4,1855.55,Completed,High,20,430,1,0
TXN1002299,2023-02-27,2023,Q1 2023,Feb 2023,February,NatWest,Liverpool,ISA,Private Banking,Mobile App,GBP,17233.5,0.83,143.04,81.39,61.65,Completed,Low,19,698,1,0
TXN1004301,2023-02-27,2023,Q1 2023,Feb 2023,February,Lloyds,Birmingham,Fixed Term Deposit,Retail,Telephone,GBP,85797.92,2.52,2162.11,1288.62,873.49,Completed,Low,44,301,0,0
TXN1004700,2023-02-27,2023,Q1 2023,Feb 2023,February,HSBC,Birmingham,ISA,Commercial,Branch,GBP,758.63,0.77,5.84,2.93,2.91,Completed,Low,55,388,0,0
TXN1003742,2023-02-28,2023,Q1 2023,Feb 2023,February,Barclays,Leeds,Current Account,Retail,Branch,GBP,213.78,1.03,2.2,1.32,0.88,Completed,Low,31,842,0,0
TXN1003985,2023-02-28,2023,Q1 2023,Feb 2023,February,HSBC,Cardiff,ISA,Private Banking,Branch,GBP,9673.53,0.98,94.8,47.59,47.21,Flagged,Medium,52,676,0,1
TXN1000086,2023-03-01,2023,Q1 2023,Mar 2023,March,HSBC,Bristol,Personal Loan,Commercial,ATM,GBP,29732.77,7.16,2128.87,1068.69,1060.18,Completed,Low,68,302,0,0
TXN1003124,2023-03-01,2023,Q1 2023,Mar 2023,March,HSBC,Bristol,Mortgage,Commercial,ATM,GBP,127814.33,2.12,2709.66,1360.25,1349.41,Completed,Low,67,635,0,0
TXN1003799,2023-03-01,2023,Q1 2023,Mar 2023,March,Santander UK,Liverpool,Business Loan,Retail,ATM,GBP,359342.81,4.47,16062.62,9396.63,6665.99,Completed,Low,36,391,0,0
TXN1004927,2023-03-01,2023,Q1 2023,Mar 2023,March,Lloyds,Cardiff,Current Account,Retail,Mobile App,GBP,4132.95,0.79,32.65,19.46,13.19,Completed,Low,39,701,1,0
TXN1001474,2023-03-02,2023,Q1 2023,Mar 2023,March,Lloyds,Sheffield,ISA,Wealth Management,Online,GBP,18843.74,1.39,261.93,156.11,105.82,Failed,Low,37,507,1,0
TXN1002709,2023-03-02,2023,Q1 2023,Mar 2023,March,Barclays,Liverpool,Mortgage,Private Banking,Mobile App,GBP,273577.59,2.15,5881.92,3535.03,2346.89,Completed,Medium,53,660,1,0
TXN1003424,2023-03-02,2023,Q1 2023,Mar 2023,March,Lloyds,Cardiff,Savings Account,Retail,Mobile App,GBP,32992.2,0.52,171.56,102.25,69.31,Completed,Low,20,479,1,0
TXN1001599,2023-03-03,2023,Q1 2023,Mar 2023,March,Barclays,Sheffield,Fixed Term Deposit,Commercial,Telephone,GBP,67765.89,2.05,1389.2,834.91,554.29,Completed,Low,32,433,0,0
TXN1001607,2023-03-03,2023,Q1 2023,Mar 2023,March,NatWest,Birmingham,Current Account,Wealth Management,Mobile App,GBP,3818.74,0.5,19.09,10.86,8.23,Completed,Low,42,554,1,0
TXN1001655,2023-03-03,2023,Q1 2023,Mar 2023,March,NatWest,Birmingham,Fixed Term Deposit,Retail,Online,GBP,72936.28,3.42,2494.42,1419.32,1075.1,Completed,Low,26,666,1,0
TXN1001952,2023-03-03,2023,Q1 2023,Mar 2023,March,HSBC,Bristol,Credit Card,Private Banking,Telephone,GBP,31.46,20.25,6.37,3.2,3.17,Completed,Low,50,649,0,0
TXN1002219,2023-03-03,2023,Q1 2023,Mar 2023,March,HSBC,Sheffield,Personal Loan,Wealth Management,Mobile App,GBP,3473.21,7.94,275.77,138.44,137.33,Completed,Low,29,456,1,0
TXN1003439,2023-03-03,2023,Q1 2023,Mar 2023,March,Santander UK,Manchester,Current Account,Commercial,Telephone,GBP,3832.08,1.38,52.88,30.93,21.95,Completed,Medium,50,331,0,0
TXN1003450,2023-03-03,2023,Q1 2023,Mar 2023,March,Santander UK,Glasgow,Current Account,Commercial,Online,GBP,4401.91,1.4,61.63,36.05,25.58,Completed,Low,22,467,1,0
TXN1004980,2023-03-03,2023,Q1 2023,Mar 2023,March,HSBC,Bristol,Personal Loan,Commercial,ATM,GBP,2024.94,6.37,128.99,64.75,64.24,Completed,Low,50,501,0,0
TXN1000972,2023-03-04,2023,Q1 2023,Mar 2023,March,HSBC,Sheffield,Savings Account,Private Banking,Branch,GBP,19082.79,0.84,160.3,80.47,79.83,Completed,Low,42,427,0,0
TXN1001227,2023-03-04,2023,Q1 2023,Mar 2023,March,NatWest,London,Credit Card,Commercial,Online,GBP,4848.96,19.54,947.49,539.12,408.37,Completed,Low,55,622,1,0
TXN1002405,2023-03-04,2023,Q1 2023,Mar 2023,March,Barclays,Sheffield,Mortgage,Commercial,Branch,GBP,102952.36,1.24,1276.61,767.24,509.37,Completed,Low,59,815,0,0
TXN1003651,2023-03-04,2023,Q1 2023,Mar 2023,March,NatWest,Liverpool,Current Account,Commercial,Telephone,GBP,1125.52,1.08,12.16,6.92,5.24,Completed,High,48,587,0,0
TXN1004011,2023-03-04,2023,Q1 2023,Mar 2023,March,HSBC,Liverpool,Business Loan,Retail,Branch,GBP,211489.25,2.89,6112.04,3068.24,3043.8,Completed,Medium,51,796,0,0
TXN1004183,2023-03-04,2023,Q1 2023,Mar 2023,March,Barclays,Edinburgh,Personal Loan,Retail,Branch,GBP,7876.05,7.93,624.57,375.37,249.2,Completed,Low,40,563,0,0
TXN1003226,2023-03-05,2023,Q1 2023,Mar 2023,March,NatWest,Bristol,Current Account,Retail,ATM,GBP,4518.07,1.49,67.32,38.31,29.01,Completed,Low,38,823,0,0
TXN1004307,2023-03-05,2023,Q1 2023,Mar 2023,March,Barclays,Cardiff,Fixed Term Deposit,Retail,Telephone,GBP,72147.01,1.52,1096.63,659.07,437.56,Completed,Low,66,825,0,0
TXN1001808,2023-03-06,2023,Q1 2023,Mar 2023,March,HSBC,Edinburgh,Business Loan,Commercial,ATM,GBP,187663.49,4.63,8688.82,4361.79,4327.03,Completed,Low,20,775,0,0
TXN1003829,2023-03-06,2023,Q1 2023,Mar 2023,March,NatWest,Manchester,Savings Account,Wealth Management,ATM,GBP,21239.17,0.33,70.09,39.88,30.21,Completed,Low,73,355,0,0
TXN1003846,2023-03-06,2023,Q1 2023,Mar 2023,March,Santander UK,Manchester,Personal Loan,Private Banking,Telephone,GBP,13614.79,4.51,614.03,359.21,254.82,Pending,Low,39,784,0,0
TXN1004509,2023-03-06,2023,Q1 2023,Mar 2023,March,HSBC,Birmingham,Personal Loan,Wealth Management,Online,GBP,19696.13,4.0,787.85,395.5,392.35,Pending,High,68,846,1,0
TXN1004594,2023-03-06,2023,Q1 2023,Mar 2023,March,Lloyds,Bristol,Fixed Term Deposit,Private Banking,Mobile App,GBP,83976.99,2.42,2032.24,1211.22,821.02,Flagged,High,61,767,1,1
TXN1001190,2023-03-07,2023,Q1 2023,Mar 2023,March,NatWest,Birmingham,Personal Loan,Wealth Management,Branch,GBP,36144.59,7.23,2613.25,1486.94,1126.31,Completed,Low,31,757,0,0
TXN1002720,2023-03-07,2023,Q1 2023,Mar 2023,March,Barclays,Liverpool,Fixed Term Deposit,Private Banking,Mobile App,GBP,32516.21,1.66,539.77,324.4,215.37,Failed,Low,58,767,1,0
TXN1002793,2023-03-07,2023,Q1 2023,Mar 2023,March,NatWest,Leeds,ISA,Retail,ATM,GBP,10601.79,1.16,122.98,69.98,53.0,Pending,Low,75,316,0,0
TXN1003688,2023-03-07,2023,Q1 2023,Mar 2023,March,Barclays,Leeds,ISA,Retail,ATM,GBP,12365.09,0.97,119.94,72.08,47.86,Pending,Low,35,804,0,0
TXN1003691,2023-03-07,2023,Q1 2023,Mar 2023,March,Lloyds,Bristol,Business Loan,Wealth Management,Branch,GBP,89861.88,3.49,3136.18,1869.16,1267.02,Pending,Medium,58,761,0,0
TXN1003786,2023-03-07,2023,Q1 2023,Mar 2023,March,Barclays,Bristol,Mortgage,Commercial,Online,GBP,116856.02,2.19,2559.15,1538.05,1021.1,Completed,Low,75,616,1,0
TXN1004232,2023-03-07,2023,Q1 2023,Mar 2023,March,NatWest,Bristol,Mortgage,Retail,Telephone,EUR,110884.27,1.6,1774.15,1009.49,764.66,Completed,Low,69,749,0,0
TXN1004526,2023-03-07,2023,Q1 2023,Mar 2023,March,Santander UK,Manchester,Fixed Term Deposit,Wealth Management,ATM,EUR,64780.69,1.37,887.5,519.19,368.31,Completed,Medium,61,830,0,0
TXN1000838,2023-03-08,2023,Q1 2023,Mar 2023,March,Barclays,Leeds,Mortgage,Commercial,Mobile App,GBP,105236.62,2.36,2483.58,1492.63,990.95,Completed,Low,33,750,1,0
TXN1003796,2023-03-08,2023,Q1 2023,Mar 2023,March,HSBC,Glasgow,Mortgage,Wealth Management,Branch,GBP,328183.04,1.21,3971.01,1993.45,1977.56,Completed,Low,22,395,0,0
TXN1001393,2023-03-09,2023,Q1 2023,Mar 2023,March,Santander UK,Bristol,ISA,Wealth Management,Branch,GBP,16631.98,0.86,143.04,83.68,59.36,Pending,High,50,466,0,0
TXN1002038,2023-03-09,2023,Q1 2023,Mar 2023,March,Lloyds,Manchester,Savings Account,Retail,Telephone,GBP,31628.94,1.12,354.24,211.13,143.11,Flagged,Low,44,549,0,1
TXN1003009,2023-03-09,2023,Q1 2023,Mar 2023,March,NatWest,Liverpool,Business Loan,Private Banking,ATM,GBP,21122.8,5.93,1252.58,712.72,539.86,Completed,Medium,37,540,0,0
TXN1003086,2023-03-09,2023,Q1 2023,Mar 2023,March,Lloyds,London,Business Loan,Wealth Management,ATM,GBP,177880.0,4.26,7577.69,4516.3,3061.39,Completed,Low,58,452,0,0
TXN1003178,2023-03-09,2023,Q1 2023,Mar 2023,March,Santander UK,London,Personal Loan,Private Banking,ATM,GBP,2346.6,3.94,92.46,54.09,38.37,Completed,Low,21,314,0,0
TXN1004048,2023-03-09,2023,Q1 2023,Mar 2023,March,NatWest,Glasgow,Current Account,Retail,ATM,GBP,311.16,0.77,2.4,1.37,1.03,Completed,Low,63,442,0,0
TXN1004675,2023-03-09,2023,Q1 2023,Mar 2023,March,Lloyds,Sheffield,Current Account,Retail,Online,GBP,4762.58,1.65,78.58,46.83,31.75,Completed,Low,40,599,1,0
TXN1000673,2023-03-10,2023,Q1 2023,Mar 2023,March,HSBC,Sheffield,Savings Account,Private Banking,ATM,GBP,8604.61,1.43,123.05,61.77,61.28,Completed,Low,63,329,0,0
TXN1000850,2023-03-10,2023,Q1 2023,Mar 2023,March,HSBC,London,Credit Card,Commercial,ATM,GBP,4042.09,15.15,612.38,307.41,304.97,Completed,Low,55,652,0,0
TXN1001470,2023-03-10,2023,Q1 2023,Mar 2023,March,Barclays,Edinburgh,Current Account,Retail,ATM,GBP,2975.13,1.18,35.11,21.1,14.01,Completed,Medium,21,788,0,0
TXN1003910,2023-03-10,2023,Q1 2023,Mar 2023,March,Barclays,Edinburgh,Mortgage,Private Banking,ATM,GBP,336025.48,1.48,4973.18,2988.88,1984.3,Failed,Low,31,449,0,0
TXN1004093,2023-03-10,2023,Q1 2023,Mar 2023,March,NatWest,Cardiff,Business Loan,Commercial,ATM,GBP,358896.3,4.59,16473.34,9373.33,7100.01,Completed,High,47,622,0,0
TXN1004252,2023-03-10,2023,Q1 2023,Mar 2023,March,NatWest,Glasgow,Savings Account,Commercial,ATM,GBP,229.73,0.33,0.76,0.43,0.33,Completed,Low,52,415,0,0
TXN1000418,2023-03-11,2023,Q1 2023,Mar 2023,March,NatWest,Liverpool,ISA,Retail,Mobile App,GBP,720.3,0.76,5.47,3.11,2.36,Completed,Low,37,607,1,0
TXN1000550,2023-03-11,2023,Q1 2023,Mar 2023,March,HSBC,Edinburgh,Mortgage,Commercial,ATM,GBP,312596.33,2.75,8596.4,4315.39,4281.01,Completed,Low,44,378,0,0
TXN1003475,2023-03-11,2023,Q1 2023,Mar 2023,March,Lloyds,Cardiff,Savings Account,Wealth Management,Online,GBP,17048.56,1.28,218.22,130.06,88.16,Completed,Low,58,740,1,0
TXN1004041,2023-03-11,2023,Q1 2023,Mar 2023,March,Santander UK,Liverpool,Credit Card,Retail,Mobile App,GBP,4996.66,14.89,744.0,435.24,308.76,Flagged,Medium,19,398,1,1
TXN1004090,2023-03-11,2023,Q1 2023,Mar 2023,March,Barclays,Liverpool,Personal Loan,Retail,Mobile App,GBP,1863.27,7.46,139.0,83.54,55.46,Completed,High,59,618,1,0
TXN1004743,2023-03-11,2023,Q1 2023,Mar 2023,March,HSBC,Sheffield,Personal Loan,Wealth Management,Telephone,GBP,20119.53,3.81,766.55,384.81,381.74,Completed,Low,49,826,0,0
TXN1002805,2023-03-12,2023,Q1 2023,Mar 2023,March,NatWest,Manchester,Savings Account,Private Banking,Telephone,GBP,41059.35,0.51,209.4,119.15,90.25,Completed,Low,33,563,0,0
TXN1003263,2023-03-12,2023,Q1 2023,Mar 2023,March,Lloyds,London,Credit Card,Wealth Management,Branch,GBP,1089.18,18.8,204.77,122.04,82.73,Completed,Low,27,691,0,0
TXN1003680,2023-03-12,2023,Q1 2023,Mar 2023,March,NatWest,Manchester,Mortgage,Wealth Management,Telephone,GBP,339033.33,2.47,8374.12,4764.87,3609.25,Completed,Low,60,794,0,0
TXN1004020,2023-03-12,2023,Q1 2023,Mar 2023,March,NatWest,Liverpool,Business Loan,Private Banking,ATM,GBP,414779.19,4.17,17296.29,9841.59,7454.7,Completed,Low,24,615,0,0
TXN1004105,2023-03-12,2023,Q1 2023,Mar 2023,March,NatWest,Manchester,Savings Account,Commercial,Branch,GBP,1323.37,1.31,17.34,9.87,7.47,Completed,Low,51,671,0,0
TXN1004621,2023-03-12,2023,Q1 2023,Mar 2023,March,HSBC,Birmingham,Mortgage,Retail,Branch,GBP,297930.5,2.27,6763.02,3395.04,3367.98,Completed,Low,57,709,0,0
TXN1000217,2023-03-13,2023,Q1 2023,Mar 2023,March,HSBC,Glasgow,Current Account,Commercial,Telephone,GBP,3159.0,0.73,23.06,11.58,11.48,Completed,Low,73,522,0,0
TXN1002985,2023-03-13,2023,Q1 2023,Mar 2023,March,Barclays,Birmingham,Fixed Term Deposit,Private Banking,Branch,GBP,74387.63,1.81,1346.42,809.2,537.22,Completed,Medium,36,482,0,0
TXN1004921,2023-03-13,2023,Q1 2023,Mar 2023,March,HSBC,Glasgow,Current Account,Commercial,Branch,GBP,4431.13,0.81,35.89,18.02,17.87,Completed,Medium,30,828,0,0
TXN1000757,2023-03-14,2023,Q1 2023,Mar 2023,March,Santander UK,Liverpool,Current Account,Wealth Management,Telephone,USD,317.68,1.8,5.72,3.35,2.37,Flagged,Low,35,558,0,1
TXN1002456,2023-03-14,2023,Q1 2023,Mar 2023,March,Lloyds,Bristol,Personal Loan,Wealth Management,Online,GBP,32147.3,6.07,1951.34,1163.0,788.34,Completed,Low,56,779,1,0
TXN1003472,2023-03-14,2023,Q1 2023,Mar 2023,March,Santander UK,Bristol,Current Account,Private Banking,Mobile App,GBP,435.18,0.96,4.18,2.45,1.73,Completed,Medium,49,551,1,0
TXN1003728,2023-03-14,2023,Q1 2023,Mar 2023,March,HSBC,Liverpool,Fixed Term Deposit,Wealth Management,Mobile App,GBP,79322.86,1.69,1340.56,672.96,667.6,Completed,Low,39,748,1,0
TXN1000150,2023-03-15,2023,Q1 2023,Mar 2023,March,HSBC,Manchester,Business Loan,Private Banking,Mobile App,GBP,109013.32,4.39,4785.68,2402.41,2383.27,Failed,Low,26,411,1,0
TXN1000267,2023-03-15,2023,Q1 2023,Mar 2023,March,Barclays,Liverpool,Current Account,Commercial,ATM,GBP,4292.7,1.47,63.1,37.92,25.18,Completed,Low,44,825,0,0
TXN1003154,2023-03-15,2023,Q1 2023,Mar 2023,March,NatWest,Bristol,Current Account,Wealth Management,Branch,GBP,2395.15,0.62,14.85,8.45,6.4,Completed,Low,57,707,0,0
TXN1003501,2023-03-15,2023,Q1 2023,Mar 2023,March,Barclays,Leeds,Current Account,Retail,Mobile App,GBP,1008.3,1.82,18.35,11.03,7.32,Completed,Low,52,478,1,0
TXN1003980,2023-03-15,2023,Q1 2023,Mar 2023,March,HSBC,Liverpool,Business Loan,Private Banking,ATM,GBP,226433.16,3.8,8604.46,4319.44,4285.02,Completed,Low,61,774,0,0
TXN1001409,2023-03-16,2023,Q1 2023,Mar 2023,March,HSBC,Liverpool,Current Account,Retail,Mobile App,GBP,4320.98,1.9,82.1,41.21,40.89,Failed,Low,69,565,1,0
TXN1003986,2023-03-16,2023,Q1 2023,Mar 2023,March,NatWest,Edinburgh,Business Loan,Private Banking,Telephone,GBP,12085.76,3.0,362.57,206.3,156.27,Completed,Low,31,318,0,0
TXN1004759,2023-03-16,2023,Q1 2023,Mar 2023,March,Barclays,Leeds,Credit Card,Commercial,ATM,GBP,4288.24,10.49,449.84,270.35,179.49,Completed,Low,23,644,0,0
TXN1000691,2023-03-17,2023,Q1 2023,Mar 2023,March,Lloyds,London,Personal Loan,Retail,Online,GBP,47913.72,6.21,2975.44,1773.36,1202.08,Completed,Low,26,732,1,0
TXN1000952,2023-03-17,2023,Q1 2023,Mar 2023,March,HSBC,Manchester,Fixed Term Deposit,Retail,Telephone,GBP,60231.08,1.75,1054.04,529.13,524.91,Completed,Low,75,414,0,0
TXN1001012,2023-03-17,2023,Q1 2023,Mar 2023,March,Lloyds,London,Fixed Term Deposit,Private Banking,Online,EUR,66518.28,1.77,1177.37,701.71,475.66,Completed,Low,32,820,1,0
TXN1004289,2023-03-17,2023,Q1 2023,Mar 2023,March,HSBC,Bristol,Mortgage,Retail,ATM,GBP,375945.44,1.66,6240.69,3132.83,3107.86,Completed,Low,63,845,0,0
TXN1000679,2023-03-18,2023,Q1 2023,Mar 2023,March,Lloyds,Edinburgh,Savings Account,Wealth Management,ATM,GBP,24801.77,1.14,282.74,168.51,114.23,Completed,High,39,456,0,0
TXN1002521,2023-03-18,2023,Q1 2023,Mar 2023,March,HSBC,Cardiff,Credit Card,Private Banking,Online,GBP,2997.5,10.77,322.83,162.06,160.77,Completed,Low,67,668,1,0
TXN1003667,2023-03-18,2023,Q1 2023,Mar 2023,March,NatWest,Leeds,Fixed Term Deposit,Commercial,Branch,GBP,90674.59,2.42,2194.33,1248.57,945.76,Pending,Low,44,423,0,0
TXN1003895,2023-03-18,2023,Q1 2023,Mar 2023,March,Lloyds,London,Current Account,Private Banking,Branch,GBP,704.71,1.44,10.15,6.05,4.1,Completed,Low,65,373,0,0
TXN1002198,2023-03-19,2023,Q1 2023,Mar 2023,March,HSBC,Glasgow,Business Loan,Private Banking,Online,GBP,204969.25,4.98,10207.47,5124.15,5083.32,Completed,Low,23,565,1,0
TXN1003753,2023-03-19,2023,Q1 2023,Mar 2023,March,Santander UK,Cardiff,Personal Loan,Private Banking,Telephone,GBP,12510.09,6.48,810.65,474.23,336.42,Completed,Low,70,499,0,0
TXN1001202,2023-03-20,2023,Q1 2023,Mar 2023,March,HSBC,Edinburgh,Mortgage,Retail,Telephone,GBP,408075.03,2.62,10691.57,5367.17,5324.4,Completed,Low,32,584,0,0
TXN1001500,2023-03-20,2023,Q1 2023,Mar 2023,March,Santander UK,Glasgow,Credit Card,Private Banking,Online,GBP,1361.56,20.85,283.89,166.08,117.81,Completed,Low,52,603,1,0
TXN1003003,2023-03-20,2023,Q1 2023,Mar 2023,March,Barclays,Cardiff,Current Account,Retail,Mobile App,GBP,1448.97,1.76,25.5,15.33,10.17,Completed,Low,71,415,1,0
TXN1003309,2023-03-20,2023,Q1 2023,Mar 2023,March,HSBC,Sheffield,Current Account,Retail,Telephone,GBP,402.02,1.6,6.43,3.23,3.2,Completed,Low,36,544,0,0
TXN1004158,2023-03-20,2023,Q1 2023,Mar 2023,March,NatWest,London,Fixed Term Deposit,Commercial,Branch,GBP,16113.06,2.83,456.0,259.46,196.54,Completed,Low,71,444,0,0
TXN1004824,2023-03-20,2023,Q1 2023,Mar 2023,March,Barclays,Leeds,Fixed Term Deposit,Retail,Branch,GBP,76795.12,1.23,944.58,567.69,376.89,Completed,Low,20,639,0,0
TXN1002449,2023-03-21,2023,Q1 2023,Mar 2023,March,Lloyds,Leeds,Personal Loan,Commercial,Telephone,GBP,49652.56,4.08,2025.82,1207.39,818.43,Completed,Low,43,463,0,0
TXN1003036,2023-03-21,2023,Q1 2023,Mar 2023,March,Barclays,Glasgow,Fixed Term Deposit,Commercial,Mobile App,GBP,86599.86,1.64,1420.24,853.56,566.68,Completed,Low,32,742,1,0
TXN1003079,2023-03-21,2023,Q1 2023,Mar 2023,March,Barclays,Liverpool,Business Loan,Private Banking,Online,GBP,436509.6,5.81,25361.21,15242.09,10119.12,Completed,Low,62,324,1,0
TXN1003637,2023-03-21,2023,Q1 2023,Mar 2023,March,Barclays,Cardiff,ISA,Wealth Management,ATM,GBP,17071.31,1.37,233.88,140.56,93.32,Completed,Low,30,364,0,0
TXN1004313,2023-03-21,2023,Q1 2023,Mar 2023,March,HSBC,Sheffield,Savings Account,Private Banking,Telephone,GBP,33137.23,0.53,175.63,88.17,87.46,Completed,High,40,386,0,0
TXN1001567,2023-03-22,2023,Q1 2023,Mar 2023,March,Lloyds,Birmingham,ISA,Retail,Branch,GBP,12944.81,0.77,99.68,59.41,40.27,Completed,Low,72,849,0,0
TXN1003091,2023-03-22,2023,Q1 2023,Mar 2023,March,Barclays,Bristol,Current Account,Commercial,Telephone,GBP,2047.08,1.23,25.18,15.13,10.05,Pending,Low,38,822,0,0
TXN1003500,2023-03-22,2023,Q1 2023,Mar 2023,March,NatWest,Glasgow,Savings Account,Retail,ATM,GBP,37140.0,1.43,531.1,302.2,228.9,Completed,Low,72,711,0,0
TXN1003588,2023-03-22,2023,Q1 2023,Mar 2023,March,HSBC,Manchester,Personal Loan,Wealth Management,Online,GBP,17554.72,7.97,1399.11,702.35,696.76,Completed,Low,19,598,1,0
TXN1004326,2023-03-22,2023,Q1 2023,Mar 2023,March,NatWest,London,ISA,Private Banking,Telephone,GBP,1675.34,1.31,21.95,12.49,9.46,Completed,Low,33,518,0,0
TXN1002044,2023-03-23,2023,Q1 2023,Mar 2023,March,Santander UK,Leeds,Savings Account,Commercial,Telephone,GBP,30227.46,0.48,145.09,84.88,60.21,Failed,Low,75,650,0,0
TXN1002277,2023-03-23,2023,Q1 2023,Mar 2023,March,NatWest,Cardiff,ISA,Private Banking,Online,GBP,1934.74,0.84,16.25,9.25,7.0,Completed,Low,61,777,1,0
TXN1003897,2023-03-23,2023,Q1 2023,Mar 2023,March,Santander UK,Birmingham,Mortgage,Retail,Online,GBP,443287.06,2.71,12013.08,7027.65,4985.43,Completed,Low,65,336,1,0
TXN1004671,2023-03-23,2023,Q1 2023,Mar 2023,March,NatWest,Bristol,Savings Account,Retail,Telephone,GBP,41105.37,0.64,263.07,149.69,113.38,Completed,Low,27,420,0,0
TXN1000455,2023-03-24,2023,Q1 2023,Mar 2023,March,HSBC,Sheffield,Savings Account,Commercial,ATM,GBP,30736.92,0.43,132.17,66.35,65.82,Completed,Low,20,374,0,0
TXN1001786,2023-03-24,2023,Q1 2023,Mar 2023,March,Santander UK,Birmingham,Mortgage,Private Banking,Telephone,GBP,141688.41,1.32,1870.29,1094.12,776.17,Pending,Low,20,707,0,0
TXN1002552,2023-03-24,2023,Q1 2023,Mar 2023,March,Santander UK,Glasgow,Mortgage,Commercial,Telephone,GBP,306493.41,1.4,4290.91,2510.18,1780.73,Completed,Low,56,833,0,0
TXN1002848,2023-03-24,2023,Q1 2023,Mar 2023,March,Barclays,Sheffield,Credit Card,Retail,Branch,GBP,3030.17,18.22,552.1,331.81,220.29,Completed,Low,67,587,0,0
TXN1002895,2023-03-24,2023,Q1 2023,Mar 2023,March,Lloyds,Glasgow,Credit Card,Retail,Online,GBP,1731.73,17.64,305.48,182.07,123.41,Completed,Low,30,459,1,0
TXN1003643,2023-03-24,2023,Q1 2023,Mar 2023,March,HSBC,Bristol,ISA,Wealth Management,ATM,GBP,11357.44,0.93,105.62,53.02,52.6,Completed,Medium,58,607,0,0
TXN1004515,2023-03-24,2023,Q1 2023,Mar 2023,March,Santander UK,Cardiff,Personal Loan,Private Banking,ATM,GBP,23153.6,5.6,1296.6,758.51,538.09,Completed,Low,74,321,0,0
TXN1002450,2023-03-25,2023,Q1 2023,Mar 2023,March,NatWest,Cardiff,Personal Loan,Private Banking,Online,GBP,25367.33,4.3,1090.8,620.67,470.13,Completed,Low,24,336,1,0
TXN1002914,2023-03-25,2023,Q1 2023,Mar 2023,March,HSBC,Manchester,Business Loan,Private Banking,Telephone,GBP,80291.27,3.2,2569.32,1289.8,1279.52,Completed,Low,60,559,0,0
TXN1004855,2023-03-25,2023,Q1 2023,Mar 2023,March,Barclays,Cardiff,Mortgage,Retail,Online,GBP,490306.5,2.77,13581.49,8162.48,5419.01,Completed,Low,67,755,1,0
TXN1000006,2023-03-26,2023,Q1 2023,Mar 2023,March,Lloyds,Birmingham,Personal Loan,Commercial,Telephone,GBP,34546.1,7.29,2518.41,1500.97,1017.44,Completed,Low,20,623,0,0
TXN1000981,2023-03-26,2023,Q1 2023,Mar 2023,March,Santander UK,Manchester,Fixed Term Deposit,Private Banking,ATM,GBP,51958.67,3.01,1563.96,914.92,649.04,Completed,Low,65,397,0,0
TXN1001938,2023-03-26,2023,Q1 2023,Mar 2023,March,Lloyds,Sheffield,Current Account,Private Banking,Online,GBP,3370.97,1.77,59.67,35.56,24.11,Completed,Medium,45,505,1,0
TXN1003712,2023-03-26,2023,Q1 2023,Mar 2023,March,HSBC,Leeds,Current Account,Commercial,Mobile App,GBP,127.53,0.67,0.85,0.43,0.42,Completed,Low,37,614,1,0
TXN1001814,2023-03-27,2023,Q1 2023,Mar 2023,March,NatWest,Edinburgh,Savings Account,Private Banking,Online,GBP,8498.93,1.37,116.44,66.25,50.19,Completed,Low,64,685,1,0
TXN1001843,2023-03-27,2023,Q1 2023,Mar 2023,March,NatWest,London,Mortgage,Commercial,Online,GBP,170899.19,2.14,3657.24,2080.97,1576.27,Completed,Medium,31,748,1,0
TXN1002307,2023-03-27,2023,Q1 2023,Mar 2023,March,NatWest,Edinburgh,Mortgage,Commercial,ATM,EUR,215589.28,2.32,5001.67,2845.95,2155.72,Flagged,Low,60,673,0,1
TXN1004820,2023-03-27,2023,Q1 2023,Mar 2023,March,Lloyds,Liverpool,Fixed Term Deposit,Wealth Management,ATM,GBP,30968.91,2.28,706.09,420.83,285.26,Completed,Low,68,585,0,0
TXN1001125,2023-03-28,2023,Q1 2023,Mar 2023,March,HSBC,Bristol,Credit Card,Wealth Management,Telephone,GBP,3095.38,15.99,494.95,248.46,246.49,Completed,Low,71,542,0,0
TXN1001974,2023-03-28,2023,Q1 2023,Mar 2023,March,NatWest,Edinburgh,Fixed Term Deposit,Retail,Mobile App,GBP,8291.36,3.07,254.54,144.83,109.71,Flagged,Low,40,517,1,1
TXN1002421,2023-03-28,2023,Q1 2023,Mar 2023,March,Lloyds,Liverpool,Mortgage,Commercial,Telephone,GBP,485903.35,1.8,8746.26,5212.77,3533.49,Completed,Medium,61,428,0,0
TXN1000158,2023-03-29,2023,Q1 2023,Mar 2023,March,HSBC,Cardiff,Credit Card,Retail,Mobile App,GBP,1103.45,9.87,108.91,54.67,54.24,Completed,Low,56,682,1,0
